index,Date,Country,Status,AQI
4365,2022-08-20,United Kingdom of Great Britain and Northern Ireland,Good,44.0
4366,2022-08-20,United States of America,Moderate,89.0
4367,2022-08-20,Uzbekistan,Good,2.0
4368,2022-08-20,Vatican,Good,37.0
4369,2022-08-20,Venezuela,Good,20.0
4370,2022-08-20,Vietnam,Moderate,63.0
4371,2022-08-20,Zambia,Unhealthy,163.0
4372,2022-08-21,Albania,Good,19.0
4373,2022-08-21,Algeria,Moderate,65.0
4374,2022-08-21,Andorra,Good,17.0
4375,2022-08-21,Angola,Unhealthy for Sensitive Groups,129.0
4376,2022-08-21,Argentina,Moderate,61.0
4377,2022-08-21,Armenia,Moderate,51.0
4378,2022-08-21,Australia,Moderate,50.0
4379,2022-08-21,Austria,Good,23.0
4380,2022-08-21,Azerbaijan,Good,28.0
4381,2022-08-21,Bahrain,Unhealthy,179.0
4382,2022-08-21,Bangladesh,Unhealthy for Sensitive Groups,141.0
4383,2022-08-21,Belarus,Good,40.0
4384,2022-08-21,Belgium,Good,34.0
4385,2022-08-21,Belize,Good,14.0
4386,2022-08-21,Bermuda,Good,3.0
4387,2022-08-21,Bolivia,Good,33.0
4388,2022-08-21,Bosnia and Herzegovina,Moderate,58.0
4389,2022-08-21,Brazil,Moderate,68.0
4390,2022-08-21,Brunei,Good,10.0
4391,2022-08-21,Bulgaria,Good,36.0
4392,2022-08-21,Burkina Faso,Good,12.0
4393,2022-08-21,Cambodia,Good,15.0
4394,2022-08-21,Canada,Moderate,68.0
4395,2022-08-21,Cape Verde,Good,18.0
4396,2022-08-21,Cayman Islands,Good,1.0
4397,2022-08-21,Central African Republic,Unhealthy for Sensitive Groups,105.0
4398,2022-08-21,Chad,Moderate,55.0
4399,2022-08-21,Chile,Unhealthy for Sensitive Groups,102.0
4400,2022-08-21,China,Unhealthy,153.0
4401,2022-08-21,Colombia,Moderate,57.0
4402,2022-08-21,Costa Rica,Good,18.0
4403,2022-08-21,Croatia,Good,25.0
4404,2022-08-21,Cyprus,Moderate,66.0
4405,2022-08-21,Czech Republic,Good,46.0
4406,2022-08-21,Denmark,Good,21.0
4407,2022-08-21,Dominican Republic,Good,16.0
4408,2022-08-21,Ecuador,Moderate,61.0
4409,2022-08-21,Egypt,Moderate,86.0
4410,2022-08-21,El Salvador,Unhealthy for Sensitive Groups,104.0
4411,2022-08-21,Estonia,Good,36.0
4412,2022-08-21,Ethiopia,Unhealthy for Sensitive Groups,147.0
4413,2022-08-21,Finland,Moderate,62.0
4414,2022-08-21,France,Moderate,50.0
4415,2022-08-21,French Guiana,Good,16.0
4416,2022-08-21,Gabon,Unhealthy for Sensitive Groups,106.0
4417,2022-08-21,Gambia,Good,7.0
4418,2022-08-21,Georgia,Moderate,77.0
4419,2022-08-21,Germany,Moderate,63.0
4420,2022-08-21,Ghana,Moderate,88.0
4421,2022-08-21,Gibraltar,Good,9.0
4422,2022-08-21,Greece,Moderate,53.0
4423,2022-08-21,Grenada,Good,7.0
4424,2022-08-21,Guadeloupe,Good,11.0
4425,2022-08-21,Guam,Good,4.0
4426,2022-08-21,Guatemala,Good,25.0
4427,2022-08-21,Honduras,Good,4.0
4428,2022-08-21,Hong Kong,Good,32.0
4429,2022-08-21,Hungary,Good,42.0
4430,2022-08-21,Iceland,Good,8.0
4431,2022-08-21,India,Unhealthy,162.0
4432,2022-08-21,Indonesia,Moderate,93.0
4433,2022-08-21,Iran,Unhealthy,156.0
4434,2022-08-21,Iraq,Unhealthy,168.0
4435,2022-08-21,Ireland,Good,24.0
4436,2022-08-21,Israel,Moderate,96.0
4437,2022-08-21,Italy,Moderate,54.0
4438,2022-08-21,Ivory Coast,Moderate,53.0
4439,2022-08-21,Japan,Moderate,68.0
4440,2022-08-21,Jersey,Good,2.0
4441,2022-08-21,Jordan,Good,30.0
4442,2022-08-21,Kazakhstan,Moderate,84.0
4443,2022-08-21,Kenya,Moderate,55.0
4444,2022-08-21,Kosovo,Good,46.0
4445,2022-08-21,Kuwait,Unhealthy,156.0
4446,2022-08-21,Kyrgyzstan,Moderate,81.0
4447,2022-08-21,Laos,Good,19.0
4448,2022-08-21,Latvia,Good,25.0
4449,2022-08-21,Lebanon,Moderate,76.0
4450,2022-08-21,Liberia,Good,13.0
4451,2022-08-21,Liechtenstein,Good,33.0
4452,2022-08-21,Lithuania,Good,33.0
4453,2022-08-21,Luxembourg,Good,40.0
4454,2022-08-21,Macao,Good,24.0
4455,2022-08-21,Macedonia,Good,47.0
4456,2022-08-21,Madagascar,Moderate,91.0
4457,2022-08-21,Malaysia,Moderate,55.0
4458,2022-08-21,Malta,Good,37.0
4459,2022-08-21,Martinique,Good,22.0
4460,2022-08-21,Mexico,Moderate,87.0
4461,2022-08-21,Moldova,Good,19.0
4462,2022-08-21,Monaco,Good,17.0
4463,2022-08-21,Mongolia,Good,45.0
4464,2022-08-21,Montenegro,Good,22.0
4465,2022-08-21,Myanmar,Good,29.0
4466,2022-08-21,Nepal,Moderate,56.0
4467,2022-08-21,Netherlands,Good,40.0
4468,2022-08-21,New Caledonia,Good,24.0
4469,2022-08-21,New Zealand,Good,29.0
4470,2022-08-21,Nigeria,Unhealthy for Sensitive Groups,105.0
4471,2022-08-21,Norway,Good,26.0
4472,2022-08-21,Pakistan,Moderate,91.0
4473,2022-08-21,Palestinian Territory,Moderate,51.0
4474,2022-08-21,Peru,Moderate,82.0
4475,2022-08-21,Philippines,Moderate,83.0
4476,2022-08-21,Poland,Good,35.0
4477,2022-08-21,Portugal,Good,16.0
4478,2022-08-21,Puerto Rico,Good,5.0
4479,2022-08-21,Qatar,Unhealthy,183.0
4480,2022-08-21,Reunion,Good,27.0
4481,2022-08-21,Romania,Moderate,68.0
4482,2022-08-21,Russia,Unhealthy for Sensitive Groups,143.0
4483,2022-08-21,San Marino,Moderate,55.0
4484,2022-08-21,Senegal,Good,33.0
4485,2022-08-21,Serbia,Moderate,71.0
4486,2022-08-21,Singapore,Good,44.0
4487,2022-08-21,Slovakia,Good,32.0
4488,2022-08-21,Slovenia,Good,21.0
4489,2022-08-21,South Africa,Moderate,83.0
4490,2022-08-21,South Korea,Moderate,88.0
4491,2022-08-21,Spain,Moderate,58.0
4492,2022-08-21,Sri Lanka,Good,33.0
4493,2022-08-21,Sudan,Moderate,53.0
4494,2022-08-21,Sweden,Good,27.0
4495,2022-08-21,Switzerland,Good,35.0
4496,2022-08-21,Taiwan,Moderate,61.0
4497,2022-08-21,Tajikistan,Moderate,62.0
4498,2022-08-21,Thailand,Unhealthy for Sensitive Groups,113.0
4499,2022-08-21,Togo,Moderate,91.0
4500,2022-08-21,Trinidad and Tobago,Good,27.0
4501,2022-08-21,Turkey,Moderate,85.0
4502,2022-08-21,Turkmenistan,Good,25.0
4503,2022-08-21,Uganda,Unhealthy for Sensitive Groups,105.0
4504,2022-08-21,Ukraine,Moderate,65.0
4505,2022-08-21,United Arab Emirates,Unhealthy for Sensitive Groups,115.0
4506,2022-08-21,United Kingdom of Great Britain and Northern Ireland,Good,42.0
4507,2022-08-21,United States of America,Unhealthy for Sensitive Groups,100.0
4508,2022-08-21,Uzbekistan,Moderate,72.0
4509,2022-08-21,Vatican,Good,34.0
4510,2022-08-21,Venezuela,Good,9.0
4511,2022-08-21,Vietnam,Good,38.0
4512,2022-08-21,Zambia,Unhealthy for Sensitive Groups,137.0
4513,2022-08-22,Albania,Good,16.0
4514,2022-08-22,Algeria,Moderate,65.0
4515,2022-08-22,Andorra,Good,11.0
4516,2022-08-22,Angola,Unhealthy for Sensitive Groups,139.0
4517,2022-08-22,Argentina,Moderate,58.0
4518,2022-08-22,Armenia,Moderate,66.0
4519,2022-08-22,Australia,Good,41.0
4520,2022-08-22,Austria,Good,20.0
4521,2022-08-22,Azerbaijan,Good,14.0
4522,2022-08-22,Bahrain,Unhealthy,173.0
4523,2022-08-22,Bangladesh,Unhealthy for Sensitive Groups,141.0
4524,2022-08-22,Belarus,Good,36.0
4525,2022-08-22,Belgium,Good,39.0
4526,2022-08-22,Belize,Good,15.0
4527,2022-08-22,Bermuda,Good,9.0
4528,2022-08-22,Bolivia,Moderate,55.0
4529,2022-08-22,Bosnia and Herzegovina,Moderate,51.0
4530,2022-08-22,Brazil,Moderate,86.0
4531,2022-08-22,Brunei,Good,10.0
4532,2022-08-22,Bulgaria,Good,32.0
4533,2022-08-22,Burkina Faso,Good,41.0
4534,2022-08-22,Cambodia,Good,15.0
4535,2022-08-22,Canada,Unhealthy for Sensitive Groups,127.0
4536,2022-08-22,Cape Verde,Good,27.0
4537,2022-08-22,Cayman Islands,Good,1.0
4538,2022-08-22,Central African Republic,Unhealthy for Sensitive Groups,128.0
4539,2022-08-22,Chad,Moderate,70.0
4540,2022-08-22,Chile,Moderate,96.0
4541,2022-08-22,China,Unhealthy for Sensitive Groups,141.0
4542,2022-08-22,Colombia,Moderate,62.0
4543,2022-08-22,Costa Rica,Good,34.0
4544,2022-08-22,Croatia,Good,20.0
4545,2022-08-22,Cyprus,Moderate,66.0
4546,2022-08-22,Czech Republic,Good,42.0
4547,2022-08-22,Denmark,Good,35.0
4548,2022-08-22,Dominican Republic,Good,20.0
4549,2022-08-22,Ecuador,Moderate,63.0
4550,2022-08-22,Egypt,Moderate,86.0
4551,2022-08-22,El Salvador,Moderate,52.0
4552,2022-08-22,Estonia,Good,23.0
4553,2022-08-22,Ethiopia,Unhealthy,179.0
4554,2022-08-22,Finland,Good,22.0
4555,2022-08-22,France,Moderate,57.0
4556,2022-08-22,French Guiana,Good,16.0
4557,2022-08-22,Gabon,Unhealthy,164.0
4558,2022-08-22,Gambia,Good,1.0
4559,2022-08-22,Georgia,Moderate,96.0
4560,2022-08-22,Germany,Moderate,63.0
4561,2022-08-22,Ghana,Moderate,87.0
4562,2022-08-22,Gibraltar,Good,10.0
4563,2022-08-22,Greece,Good,45.0
4564,2022-08-22,Grenada,Good,5.0
4565,2022-08-22,Guadeloupe,Good,15.0
4566,2022-08-22,Guam,Good,1.0
4567,2022-08-22,Guatemala,Good,26.0
4568,2022-08-22,Honduras,Good,8.0
4569,2022-08-22,Hong Kong,Good,38.0
4570,2022-08-22,Hungary,Good,49.0
4571,2022-08-22,Iceland,Good,9.0
4572,2022-08-22,India,Unhealthy,181.0
4573,2022-08-22,Indonesia,Moderate,93.0
4574,2022-08-22,Iran,Unhealthy for Sensitive Groups,146.0
4575,2022-08-22,Iraq,Unhealthy for Sensitive Groups,134.0
4576,2022-08-22,Ireland,Good,21.0
4577,2022-08-22,Israel,Moderate,75.0
4578,2022-08-22,Italy,Moderate,59.0
4579,2022-08-22,Ivory Coast,Moderate,55.0
4580,2022-08-22,Japan,Moderate,82.0
4581,2022-08-22,Jersey,Good,9.0
4582,2022-08-22,Jordan,Good,31.0
4583,2022-08-22,Kazakhstan,Unhealthy for Sensitive Groups,100.0
4584,2022-08-22,Kenya,Moderate,60.0
4585,2022-08-22,Kosovo,Good,48.0
4586,2022-08-22,Kuwait,Unhealthy for Sensitive Groups,104.0
4587,2022-08-22,Kyrgyzstan,Moderate,77.0
4588,2022-08-22,Laos,Moderate,63.0
4589,2022-08-22,Latvia,Good,21.0
4590,2022-08-22,Lebanon,Moderate,76.0
4591,2022-08-22,Liberia,Good,23.0
4592,2022-08-22,Liechtenstein,Good,44.0
4593,2022-08-22,Lithuania,Good,39.0
4594,2022-08-22,Luxembourg,Good,36.0
4595,2022-08-22,Macao,Good,42.0
4596,2022-08-22,Macedonia,Good,36.0
4597,2022-08-22,Madagascar,Moderate,70.0
4598,2022-08-22,Malaysia,Moderate,60.0
4599,2022-08-22,Malta,Good,31.0
4600,2022-08-22,Martinique,Good,25.0
4601,2022-08-22,Mexico,Moderate,92.0
4602,2022-08-22,Moldova,Good,15.0
4603,2022-08-22,Monaco,Good,20.0
4604,2022-08-22,Mongolia,Good,35.0
4605,2022-08-22,Montenegro,Good,30.0
4606,2022-08-22,Myanmar,Good,29.0
4607,2022-08-22,Nepal,Moderate,64.0
4608,2022-08-22,Netherlands,Moderate,50.0
4609,2022-08-22,New Caledonia,Good,23.0
4610,2022-08-22,New Zealand,Good,15.0
4611,2022-08-22,Nigeria,Unhealthy for Sensitive Groups,105.0
4612,2022-08-22,Norway,Good,20.0
4613,2022-08-22,Pakistan,Moderate,91.0
4614,2022-08-22,Palestinian Territory,Good,45.0
4615,2022-08-22,Peru,Moderate,80.0
4616,2022-08-22,Philippines,Moderate,83.0
4617,2022-08-22,Poland,Moderate,58.0
4618,2022-08-22,Portugal,Good,11.0
4619,2022-08-22,Puerto Rico,Good,4.0
4620,2022-08-22,Qatar,Unhealthy,183.0
4621,2022-08-22,Reunion,Good,18.0
4622,2022-08-22,Romania,Moderate,86.0
4623,2022-08-22,Russia,Unhealthy for Sensitive Groups,122.0
4624,2022-08-22,San Marino,Moderate,55.0
4625,2022-08-22,Senegal,Good,33.0
4626,2022-08-22,Serbia,Moderate,69.0
4627,2022-08-22,Singapore,Good,42.0
4628,2022-08-22,Slovakia,Moderate,51.0
4629,2022-08-22,Slovenia,Good,22.0
4630,2022-08-22,South Africa,Moderate,83.0
4631,2022-08-22,South Korea,Moderate,90.0
4632,2022-08-22,Spain,Moderate,55.0
4633,2022-08-22,Sri Lanka,Moderate,57.0
4634,2022-08-22,Sudan,Moderate,76.0
4635,2022-08-22,Sweden,Good,19.0
4636,2022-08-22,Switzerland,Good,46.0
4637,2022-08-22,Taiwan,Moderate,66.0
4638,2022-08-22,Tajikistan,Moderate,91.0
4639,2022-08-22,Thailand,Moderate,86.0
4640,2022-08-22,Togo,Moderate,78.0
4641,2022-08-22,Trinidad and Tobago,Good,41.0
4642,2022-08-22,Turkey,Unhealthy for Sensitive Groups,105.0
4643,2022-08-22,Turkmenistan,Unhealthy for Sensitive Groups,102.0
4644,2022-08-22,Uganda,Unhealthy for Sensitive Groups,137.0
4645,2022-08-22,Ukraine,Moderate,68.0
4646,2022-08-22,United Arab Emirates,Unhealthy for Sensitive Groups,149.0
4647,2022-08-22,United Kingdom of Great Britain and Northern Ireland,Good,40.0
4648,2022-08-22,United States of America,Moderate,77.0
4649,2022-08-22,Uzbekistan,Moderate,64.0
4650,2022-08-22,Vatican,Good,33.0
4651,2022-08-22,Venezuela,Good,4.0
4652,2022-08-22,Vietnam,Moderate,69.0
4653,2022-08-22,Zambia,Unhealthy for Sensitive Groups,136.0
4654,2022-08-23,Albania,Good,15.5
4655,2022-08-23,Algeria,Moderate,65.0
4656,2022-08-23,Andorra,Good,11.5
4657,2022-08-23,Angola,Unhealthy for Sensitive Groups,122.5
4658,2022-08-23,Argentina,Moderate,54.0
4659,2022-08-23,Armenia,Moderate,75.0
4660,2022-08-23,Australia,Good,48.5
4661,2022-08-23,Austria,Good,22.0
4662,2022-08-23,Azerbaijan,Good,12.0
4663,2022-08-23,Bahrain,Unhealthy,166.5
4664,2022-08-23,Bangladesh,Unhealthy for Sensitive Groups,141.0
4665,2022-08-23,Belarus,Good,34.0
4666,2022-08-23,Belgium,Good,36.5
4667,2022-08-23,Belize,Good,22.0
4668,2022-08-23,Bermuda,Good,33.0
4669,2022-08-23,Bolivia,Moderate,70.0
4670,2022-08-23,Bosnia and Herzegovina,Good,46.0
4671,2022-08-23,Brazil,Moderate,82.5
4672,2022-08-23,Brunei,Good,10.0
4673,2022-08-23,Bulgaria,Good,34.5
4674,2022-08-23,Burkina Faso,Good,46.0
4675,2022-08-23,Cambodia,Good,15.0
4676,2022-08-23,Canada,Moderate,70.5
4677,2022-08-23,Cape Verde,Good,14.5
4678,2022-08-23,Cayman Islands,Good,1.0
4679,2022-08-23,Central African Republic,Moderate,87.5
4680,2022-08-23,Chad,Good,49.5
4681,2022-08-23,Chile,Unhealthy for Sensitive Groups,134.0
4682,2022-08-23,China,Unhealthy for Sensitive Groups,139.5
4683,2022-08-23,Colombia,Moderate,88.5
4684,2022-08-23,Costa Rica,Moderate,50.0
4685,2022-08-23,Croatia,Good,18.5
4686,2022-08-23,Cyprus,Good,48.5
4687,2022-08-23,Czech Republic,Moderate,53.5
4688,2022-08-23,Denmark,Good,20.5
4689,2022-08-23,Dominican Republic,Good,17.5
4690,2022-08-23,Ecuador,Moderate,65.5
4691,2022-08-23,Egypt,Moderate,86.0
4692,2022-08-23,El Salvador,Moderate,64.5
4693,2022-08-23,Estonia,Good,26.0
4694,2022-08-23,Ethiopia,Unhealthy for Sensitive Groups,149.0
4695,2022-08-23,Finland,Good,25.5
4696,2022-08-23,France,Moderate,52.5
4697,2022-08-23,French Guiana,Good,18.5
4698,2022-08-23,Gabon,Moderate,73.5
4699,2022-08-23,Gambia,Good,4.5
4700,2022-08-23,Georgia,Moderate,91.0
4701,2022-08-23,Germany,Moderate,57.5
4702,2022-08-23,Ghana,Moderate,68.5
4703,2022-08-23,Gibraltar,Good,34.0
4704,2022-08-23,Greece,Good,49.0
4705,2022-08-23,Grenada,Good,7.0
4706,2022-08-23,Guadeloupe,Good,12.0
4707,2022-08-23,Guam,Good,2.0
4708,2022-08-23,Guatemala,Moderate,74.0
4709,2022-08-23,Honduras,Good,12.0
4710,2022-08-23,Hong Kong,Moderate,68.0
4711,2022-08-23,Hungary,Good,38.5
4712,2022-08-23,Iceland,Good,43.0
4713,2022-08-23,India,Unhealthy,166.5
4714,2022-08-23,Indonesia,Moderate,93.0
4715,2022-08-23,Iran,Unhealthy for Sensitive Groups,148.0
4716,2022-08-23,Iraq,Unhealthy for Sensitive Groups,144.0
4717,2022-08-23,Ireland,Good,19.0
4718,2022-08-23,Israel,Moderate,71.5
4719,2022-08-23,Italy,Moderate,57.0
4720,2022-08-23,Ivory Coast,Moderate,68.5
4721,2022-08-23,Japan,Moderate,83.5
4722,2022-08-23,Jersey,Good,8.5
4723,2022-08-23,Jordan,Good,28.0
4724,2022-08-23,Kazakhstan,Moderate,72.5
4725,2022-08-23,Kenya,Moderate,94.5
4726,2022-08-23,Kosovo,Good,48.0
4727,2022-08-23,Kuwait,Moderate,93.0
4728,2022-08-23,Kyrgyzstan,Moderate,66.5
4729,2022-08-23,Laos,Moderate,72.0
4730,2022-08-23,Latvia,Good,29.5
4731,2022-08-23,Lebanon,Moderate,76.0
4732,2022-08-23,Liberia,Good,48.5
4733,2022-08-23,Liechtenstein,Good,29.0
4734,2022-08-23,Lithuania,Good,25.0
4735,2022-08-23,Luxembourg,Good,25.5
4736,2022-08-23,Macao,Moderate,55.5
4737,2022-08-23,Macedonia,Good,40.0
4738,2022-08-23,Madagascar,Moderate,90.0
4739,2022-08-23,Malaysia,Moderate,57.0
4740,2022-08-23,Malta,Good,30.0
4741,2022-08-23,Martinique,Good,32.0
4742,2022-08-23,Mexico,Moderate,80.0
4743,2022-08-23,Moldova,Good,23.5
4744,2022-08-23,Monaco,Good,20.5
4745,2022-08-23,Mongolia,Good,35.5
4746,2022-08-23,Montenegro,Good,29.0
4747,2022-08-23,Myanmar,Good,33.5
4748,2022-08-23,Nepal,Moderate,66.5
4749,2022-08-23,Netherlands,Moderate,53.0
4750,2022-08-23,New Caledonia,Good,17.0
4751,2022-08-23,New Zealand,Good,22.5
4752,2022-08-23,Nigeria,Unhealthy for Sensitive Groups,105.0
4753,2022-08-23,Norway,Good,21.5
4754,2022-08-23,Pakistan,Moderate,91.0
4755,2022-08-23,Palestinian Territory,Good,41.5
4756,2022-08-23,Peru,Unhealthy for Sensitive Groups,102.0
4757,2022-08-23,Philippines,Moderate,83.0
4758,2022-08-23,Poland,Moderate,71.5
4759,2022-08-23,Portugal,Good,30.5
4760,2022-08-23,Puerto Rico,Good,10.0
4761,2022-08-23,Qatar,Unhealthy,183.0
4762,2022-08-23,Reunion,Good,29.5
4763,2022-08-23,Romania,Moderate,65.5
4764,2022-08-23,Russia,Unhealthy,158.0
4765,2022-08-23,San Marino,Good,43.5
4766,2022-08-23,Senegal,Good,33.0
4767,2022-08-23,Serbia,Moderate,71.0
4768,2022-08-23,Singapore,Good,44.0
4769,2022-08-23,Slovakia,Good,33.0
4770,2022-08-23,Slovenia,Good,28.5
4771,2022-08-23,South Africa,Moderate,83.0
4772,2022-08-23,South Korea,Moderate,90.5
4773,2022-08-23,Spain,Moderate,58.0
4774,2022-08-23,Sri Lanka,Good,37.5
4775,2022-08-23,Sudan,Moderate,61.5
4776,2022-08-23,Sweden,Good,24.5
4777,2022-08-23,Switzerland,Good,39.5
4778,2022-08-23,Taiwan,Moderate,67.5
4779,2022-08-23,Tajikistan,Moderate,92.5
4780,2022-08-23,Thailand,Unhealthy for Sensitive Groups,115.5
4781,2022-08-23,Togo,Moderate,71.5
4782,2022-08-23,Trinidad and Tobago,Good,49.0
4783,2022-08-23,Turkey,Moderate,96.0
4784,2022-08-23,Turkmenistan,Moderate,52.0
4785,2022-08-23,Uganda,Unhealthy for Sensitive Groups,124.5
4786,2022-08-23,Ukraine,Moderate,61.0
4787,2022-08-23,United Arab Emirates,Unhealthy for Sensitive Groups,122.0
4788,2022-08-23,United Kingdom of Great Britain and Northern Ireland,Moderate,51.0
4789,2022-08-23,United States of America,Moderate,87.0
4790,2022-08-23,Uzbekistan,Moderate,96.5
4791,2022-08-23,Vatican,Good,39.5
4792,2022-08-23,Venezuela,Good,25.5
4793,2022-08-23,Vietnam,Moderate,92.5
4794,2022-08-23,Zambia,Moderate,80.5
4795,2022-08-24,Albania,Good,34.0
4796,2022-08-24,Algeria,Moderate,65.0
4797,2022-08-24,Andorra,Moderate,60.0
4798,2022-08-24,Angola,Unhealthy,150.0
4799,2022-08-24,Argentina,Good,28.0
4800,2022-08-24,Armenia,Moderate,93.0
4801,2022-08-24,Australia,Good,27.0
4802,2022-08-24,Austria,Good,22.0
4803,2022-08-24,Azerbaijan,Good,45.0
4804,2022-08-24,Bahrain,Unhealthy,161.0
4805,2022-08-24,Bangladesh,Unhealthy for Sensitive Groups,141.0
4806,2022-08-24,Belarus,Good,42.0
4807,2022-08-24,Belgium,Good,38.0
4808,2022-08-24,Belize,Good,5.0
4809,2022-08-24,Bermuda,Good,8.0
4810,2022-08-24,Bolivia,Good,46.0
4811,2022-08-24,Bosnia and Herzegovina,Good,45.0
4812,2022-08-24,Brazil,Moderate,96.0
4813,2022-08-24,Brunei,Good,10.0
4814,2022-08-24,Bulgaria,Good,37.0
4815,2022-08-24,Burkina Faso,Moderate,58.0
4816,2022-08-24,Cambodia,Good,15.0
4817,2022-08-24,Canada,Moderate,91.0
4818,2022-08-24,Cape Verde,Good,44.0
4819,2022-08-24,Cayman Islands,Good,1.0
4820,2022-08-24,Central African Republic,Unhealthy for Sensitive Groups,100.0
4821,2022-08-24,Chad,Moderate,74.0
4822,2022-08-24,Chile,Unhealthy for Sensitive Groups,134.0
4823,2022-08-24,China,Unhealthy for Sensitive Groups,148.0
4824,2022-08-24,Colombia,Moderate,72.0
4825,2022-08-24,Costa Rica,Moderate,57.0
4826,2022-08-24,Croatia,Good,23.0
4827,2022-08-24,Cyprus,Good,37.0
4828,2022-08-24,Czech Republic,Moderate,86.0
4829,2022-08-24,Denmark,Good,27.0
4830,2022-08-24,Dominican Republic,Good,20.0
4831,2022-08-24,Ecuador,Moderate,73.0
4832,2022-08-24,Egypt,Moderate,86.0
4833,2022-08-24,El Salvador,Moderate,73.0
4834,2022-08-24,Estonia,Good,40.0
4835,2022-08-24,Ethiopia,Moderate,99.0
4836,2022-08-24,Finland,Good,48.0
4837,2022-08-24,France,Moderate,66.0
4838,2022-08-24,French Guiana,Good,17.0
4839,2022-08-24,Gabon,Unhealthy,156.0
4840,2022-08-24,Gambia,Good,18.0
4841,2022-08-24,Georgia,Moderate,63.0
4842,2022-08-24,Germany,Moderate,77.0
4843,2022-08-24,Ghana,Moderate,57.0
4844,2022-08-24,Gibraltar,Good,38.0
4845,2022-08-24,Greece,Good,44.0
4846,2022-08-24,Grenada,Good,1.0
4847,2022-08-24,Guadeloupe,Good,11.0
4848,2022-08-24,Guam,Good,4.0
4849,2022-08-24,Guatemala,Good,34.0
4850,2022-08-24,Honduras,Good,10.0
4851,2022-08-24,Hong Kong,Good,25.0
4852,2022-08-24,Hungary,Moderate,61.0
4853,2022-08-24,Iceland,Good,14.0
4854,2022-08-24,India,Unhealthy,167.0
4855,2022-08-24,Indonesia,Moderate,93.0
4856,2022-08-24,Iran,Unhealthy,155.0
4857,2022-08-24,Iraq,Unhealthy for Sensitive Groups,107.0
4858,2022-08-24,Ireland,Good,18.0
4859,2022-08-24,Israel,Moderate,78.0
4860,2022-08-24,Italy,Moderate,60.0
4861,2022-08-24,Ivory Coast,Moderate,57.0
4862,2022-08-24,Japan,Moderate,71.0
4863,2022-08-24,Jersey,Good,25.0
4864,2022-08-24,Jordan,Good,29.0
4865,2022-08-24,Kazakhstan,Moderate,85.0
4866,2022-08-24,Kenya,Moderate,52.0
4867,2022-08-24,Kosovo,Moderate,50.0
4868,2022-08-24,Kuwait,Moderate,91.0
4869,2022-08-24,Kyrgyzstan,Moderate,86.0
4870,2022-08-24,Laos,Moderate,51.0
4871,2022-08-24,Latvia,Good,30.0
4872,2022-08-24,Lebanon,Moderate,76.0
4873,2022-08-24,Liberia,Good,24.0
4874,2022-08-24,Liechtenstein,Good,47.0
4875,2022-08-24,Lithuania,Moderate,92.0
4876,2022-08-24,Luxembourg,Moderate,58.0
4877,2022-08-24,Macao,Moderate,55.0
4878,2022-08-24,Macedonia,Moderate,50.0
4879,2022-08-24,Madagascar,Good,34.0
4880,2022-08-24,Malaysia,Moderate,59.0
4881,2022-08-24,Malta,Good,31.0
4882,2022-08-24,Martinique,Good,14.0
4883,2022-08-24,Mexico,Moderate,99.0
4884,2022-08-24,Moldova,Good,19.0
4885,2022-08-24,Monaco,Good,18.0
4886,2022-08-24,Mongolia,Good,48.0
4887,2022-08-24,Montenegro,Good,39.0
4888,2022-08-24,Myanmar,Good,33.0
4889,2022-08-24,Nepal,Good,47.0
4890,2022-08-24,Netherlands,Moderate,66.0
4891,2022-08-24,New Caledonia,Good,21.0
4892,2022-08-24,New Zealand,Good,20.0
4893,2022-08-24,Nigeria,Unhealthy for Sensitive Groups,105.0
4894,2022-08-24,Norway,Good,30.0
4895,2022-08-24,Pakistan,Moderate,91.0
4896,2022-08-24,Palestinian Territory,Good,42.0
4897,2022-08-24,Peru,Moderate,99.0
4898,2022-08-24,Philippines,Moderate,83.0
4899,2022-08-24,Poland,Unhealthy for Sensitive Groups,100.0
4900,2022-08-24,Portugal,Good,25.0
4901,2022-08-24,Puerto Rico,Good,2.0
4902,2022-08-24,Qatar,Unhealthy,183.0
4903,2022-08-24,Reunion,Good,35.0
4904,2022-08-24,Romania,Moderate,71.0
4905,2022-08-24,Russia,Unhealthy,158.0
4906,2022-08-24,San Marino,Good,39.0
4907,2022-08-24,Senegal,Good,33.0
4908,2022-08-24,Serbia,Moderate,88.0
4909,2022-08-24,Singapore,Good,44.0
4910,2022-08-24,Slovakia,Moderate,77.0
4911,2022-08-24,Slovenia,Good,34.0
4912,2022-08-24,South Africa,Moderate,83.0
4913,2022-08-24,South Korea,Moderate,60.0
4914,2022-08-24,Spain,Moderate,83.0
4915,2022-08-24,Sri Lanka,Good,38.0
4916,2022-08-24,Sudan,Unhealthy,151.0
4917,2022-08-24,Sweden,Good,17.0
4918,2022-08-24,Switzerland,Moderate,50.0
4919,2022-08-24,Taiwan,Moderate,60.0
4920,2022-08-24,Tajikistan,Moderate,89.0
4921,2022-08-24,Thailand,Unhealthy for Sensitive Groups,128.0
4922,2022-08-24,Togo,Moderate,60.0
4923,2022-08-24,Trinidad and Tobago,Good,28.0
4924,2022-08-24,Turkey,Unhealthy for Sensitive Groups,108.0
4925,2022-08-24,Turkmenistan,Good,34.0
4926,2022-08-24,Uganda,Unhealthy for Sensitive Groups,146.0
4927,2022-08-24,Ukraine,Good,48.0
